Site ID,IP Address,Serial Number,Audio 1 L,Audio 1 L Service,Audio 1 R,Audio 1 R Service,Audio 2,Audio 2 Service,Audio 3,Audio 3 Service,Audio 4 L,Audio 4 L Service,Audio 4 R,Audio 4 R Service,Site Name,District,State
7019,10.65.190.21,34401611579,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Ralphs Bay MF,Tasmania,TAS
4006,10.65.42.81,34401615086,2407,612 ABC Brisbane,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Bald Hills MF,Brisbane,QLD
4097,10.11.21.80,34401606144,2403,ABC Longre,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mt Goonaneman,South Queensland,QLD
6028,10.65.98.21,34401615201,2607,720 ABC Perth,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Hamersley MF,Perth,WA
7016,10.65.180.22,34401606669,2702,ABC Laun,2701,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mt Wellington,Tasmania,TAS
8032,10.14.203.21,34401598289,2802,1057 ABC Darwin,2801,ABC RN,2800,Classic FM,2805,triple j,2001,ABC News,2900,ABC EMG1,Deloraine Road,Darwin,NT
6003,10.15.19.20,34401615990,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Bickley,Perth,WA
3056,10.49.33.108,34401602059,2302,ABC Wdnga,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Wodonga MF,Melbourne,VIC
2017,10.49.38.47,34402282704,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Buninyong Hill RT,Newcastle,NSW
3016,10.13.52.12,34401607007,2302,ABC Wdnga,2301,ABC RN,2300,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Longford MF,Melbourne,VIC
4309,10.49.10.169,34401608443,2403,ABC Longre,2901,ABC EMG2,NO SELECTION,NA,NO SELECTION,NA,NO SELECTION,NA,2900,ABC EMG1,Dundowran MF,South Queensland,QLD
6003,10.15.19.21,34401626110,2602,ABC Karr,2601,ABC RN,2600,Classic FM,2605,triple j,2001,ABC News,2900,ABC EMG1,Bickley,Perth,WA
7016,10.65.180.24,34403233778,NA,NA,NA,NA,NO SELECTION,NA,NO SELECTION,NA,NA,NA,NA,NA,Mt Wellington,Tasmania,TAS
3047,10.65.74.21,34412805243,2303,774 ABC Melbourne,2301,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Sydenham MF,Melbourne,VIC
1001,10.66.145.42,34402273911,2202,ABC Dubbo,2201,ABC RN,2200,Classic FM,2204,triple j,2001,ABC News,2900,ABC EMG1,Mulong,No District,NA
1001,10.49.39.107,34401597823,2402,ABC Cairns,2401,ABC RN,2400,Classic FM,2405,triple j,2001,ABC News,2900,ABC EMG1,Mulong,No District,NA
